Date,Open,High,Low,Close,Adj Close,Volume
2020-08-24,110.000000,112.000000,109.900002,111.830002,111.132835,8173100
2020-08-25,112.000000,112.279999,111.089996,111.510002,110.814819,4380900
2020-08-26,111.919998,112.089996,111.290001,111.529999,110.834702,4477900
2020-08-27,111.989998,112.790001,110.500000,110.839996,110.148994,4390800
2020-08-28,111.010002,112.669998,110.570000,112.290001,111.837166,3731100
2020-08-31,112.139999,112.519997,111.139999,111.889999,111.438774,3519800
2020-09-01,112.000000,114.900002,111.830002,114.839996,114.376869,4914000
2020-09-02,115.059998,117.410004,114.500000,116.800003,116.328979,6775400
2020-09-03,116.800003,116.900002,112.000000,112.849998,112.394897,7264400
2020-09-04,112.959999,113.750000,110.209999,112.400002,111.946724,5157600
2020-09-08,111.290001,113.839996,110.540001,112.720001,112.265427,5300100
2020-09-09,113.019997,116.209999,112.830002,114.900002,114.436638,5997900
2020-09-10,115.900002,118.230003,114.000000,114.790001,114.327080,5032800
2020-09-11,116.760002,119.250000,116.419998,118.000000,117.524132,8565200
2020-09-14,118.500000,119.930000,118.169998,119.279999,118.798973,4990300
2020-09-15,119.699997,120.480003,119.180000,119.269997,118.789009,5934200
2020-09-16,118.309998,119.690002,118.160004,118.589996,118.111755,7023700
2020-09-17,117.339996,118.550003,115.800003,116.360001,115.890747,7376400
2020-09-18,115.430000,117.910004,114.489998,114.660004,114.197609,12876600
2020-09-21,112.949997,114.059998,111.739998,113.370003,112.912804,8486400
2020-09-22,113.099998,117.199997,112.849998,116.870003,116.398689,13007200
2020-09-23,130.220001,130.380005,125.260002,127.110001,126.597397,37822700
2020-09-24,126.440002,127.540001,123.300003,124.750000,124.246910,13485800
2020-09-25,123.650002,124.750000,122.269997,124.230003,123.729012,9182800
2020-09-28,125.160004,126.190002,123.889999,124.320000,123.818649,7525000
2020-09-29,124.339996,127.099998,123.959999,126.349998,125.840454,7796400
2020-09-30,126.099998,127.279999,125.160004,125.540001,125.033722,8699700
2020-10-01,127.730003,127.730003,125.309998,126.639999,126.129288,5637200
2020-10-02,124.349998,126.800003,123.589996,126.639999,126.129288,7491100
2020-10-05,127.070000,128.500000,126.449997,127.910004,127.394173,8270300
2020-10-06,128.839996,130.440002,127.269997,127.650002,127.135216,5978000
2020-10-07,128.399994,130.410004,128.250000,130.059998,129.535492,4390500
2020-10-08,130.399994,130.929993,129.509995,129.710007,129.186905,3595600
2020-10-09,129.990005,131.190002,129.330002,130.979996,130.451782,4293400
2020-10-12,131.190002,131.339996,129.259995,129.460007,128.937912,5136500
2020-10-13,128.050003,129.869995,127.959999,129.199997,128.678970,4245000
2020-10-14,129.529999,129.600006,127.010002,127.660004,127.145180,3587300
2020-10-15,126.480003,129.100006,126.110001,129.000000,128.479767,4235800
2020-10-16,129.509995,130.190002,127.550003,128.000000,127.483803,6010900
2020-10-19,129.100006,129.779999,127.050003,127.430000,126.916107,5160800
2020-10-20,128.000000,129.899994,127.720001,128.490005,127.971832,3799200
2020-10-21,128.500000,131.380005,128.449997,129.429993,128.908020,4916300
2020-10-22,129.600006,130.259995,128.860001,130.020004,129.495667,2869900
2020-10-23,130.000000,130.600006,128.649994,129.990005,129.465790,4046300
2020-10-26,129.059998,129.619995,126.680000,128.369995,127.852310,5422500
2020-10-27,128.779999,129.490005,127.900002,127.989998,127.473846,2985700
2020-10-28,125.279999,126.400002,121.040001,122.080002,121.587685,8618300
2020-10-29,122.279999,124.190002,121.150002,122.860001,122.364540,4947000
2020-10-30,123.660004,123.660004,118.800003,120.080002,119.595741,7791600
2020-11-02,122.370003,124.099998,121.099998,122.389999,121.896423,4740400
2020-11-03,124.010002,125.500000,123.190002,124.589996,124.087547,3490900
2020-11-04,125.330002,128.929993,125.260002,127.339996,126.826469,5061800
2020-11-05,129.190002,130.410004,128.460007,129.699997,129.176956,3940000
2020-11-06,129.910004,129.910004,128.350006,128.899994,128.380173,2954000
2020-11-09,135.059998,136.350006,128.770004,128.949997,128.429962,7491700
2020-11-10,130.050003,130.119995,126.250000,127.709999,127.194969,8014700
2020-11-11,128.690002,129.800003,127.180000,127.660004,127.145180,6058700
2020-11-12,126.620003,127.839996,125.629997,126.639999,126.129288,4780400
2020-11-13,127.910004,128.600006,126.830002,128.279999,127.762680,3986100
2020-11-16,129.460007,130.320007,127.370003,130.110001,129.585297,6116200
2020-11-17,130.479996,132.600006,129.110001,132.210007,131.676834,7002900
2020-11-18,133.070007,133.979996,131.529999,131.630005,131.099167,5572800
2020-11-19,131.919998,132.110001,129.929993,131.910004,131.378036,4642800
2020-11-20,133.300003,133.529999,131.910004,132.979996,132.443710,4318100
2020-11-23,134.380005,134.889999,133.089996,134.130005,133.589096,6118400
2020-11-24,135.000000,135.990005,134.210007,134.699997,134.156784,7204700
2020-11-25,134.250000,135.800003,133.619995,135.539993,134.993393,4484500
2020-11-27,136.000000,136.130005,133.339996,134.250000,133.708603,3506800
2020-11-30,133.910004,135.289993,132.690002,134.699997,134.156784,9652500
2020-12-01,136.440002,136.500000,134.750000,135.440002,134.893799,3834500
2020-12-02,135.160004,136.320007,134.669998,135.580002,135.033234,4132700
2020-12-03,135.100006,137.949997,135.000000,136.960007,136.407669,4930900
2020-12-04,137.080002,137.399994,135.639999,137.190002,136.911652,4344000
2020-12-07,137.000000,138.860001,136.800003,138.750000,138.468491,4590800
2020-12-08,138.240005,140.440002,137.649994,139.119995,138.837723,6953600
2020-12-09,140.570007,140.570007,138.270004,138.789993,138.508392,4341300
2020-12-10,138.279999,139.139999,137.240005,137.580002,137.300858,4511000
2020-12-11,137.389999,138.139999,136.229996,137.410004,137.131210,4172400
2020-12-14,138.919998,139.000000,136.199997,136.279999,136.003494,7599000
2020-12-15,137.429993,139.440002,137.250000,139.389999,139.107178,7642600
2020-12-16,139.070007,140.490005,137.460007,138.339996,138.059311,6573400
2020-12-17,139.919998,140.740005,138.750000,140.500000,140.214935,8727000
2020-12-18,141.089996,141.139999,137.169998,137.279999,137.001465,17970800
2020-12-21,144.820007,147.949997,142.509995,144.020004,143.727798,16111300
2020-12-22,143.050003,143.470001,141.089996,142.449997,142.160980,6339400
2020-12-23,142.559998,143.600006,141.699997,141.759995,141.472366,3388300
2020-12-24,141.100006,142.190002,141.100006,141.600006,141.312714,1821900
2020-12-28,142.539993,142.919998,141.039993,142.429993,142.141006,4081500
2020-12-29,142.830002,143.059998,140.429993,141.570007,141.282776,3232400
2020-12-30,142.160004,142.610001,140.660004,141.580002,141.292740,3052100
2020-12-31,141.699997,141.789993,140.369995,141.470001,141.182968,2949900
2021-01-04,142.850006,142.970001,138.320007,140.100006,139.815750,6178500
2021-01-05,138.600006,141.660004,138.600006,141.229996,140.943451,4163100
2021-01-06,141.250000,143.570007,139.529999,142.350006,142.061188,6072900
2021-01-07,143.199997,145.639999,143.000000,144.949997,144.655899,5256900
2021-01-08,145.550003,146.820007,144.899994,146.350006,146.053070,3950500
2021-01-11,146.000000,147.100006,144.800003,147.050003,146.751648,4254100
2021-01-12,146.500000,146.850006,144.380005,145.050003,144.755707,3678800
2021-01-13,144.830002,145.130005,142.429993,143.039993,142.749771,3330100
2021-01-14,143.660004,144.899994,140.929993,141.300003,141.013321,4104000
2021-01-15,140.559998,142.380005,139.880005,140.720001,140.434494,6412400
2021-01-19,140.990005,141.220001,138.410004,139.270004,138.987427,6537800
2021-01-20,140.380005,143.210007,140.009995,142.800003,142.510269,4654400
2021-01-21,142.410004,143.809998,141.130005,141.610001,141.322678,4013700
2021-01-22,141.089996,141.880005,139.309998,139.350006,139.067276,4150500
2021-01-25,138.990005,139.179993,134.740005,137.550003,137.270920,5998700
2021-01-26,137.759995,137.850006,134.710007,135.100006,134.825897,5312300
2021-01-27,132.220001,132.860001,130.270004,131.020004,130.754166,7815900
2021-01-28,132.360001,136.369995,131.500000,134.720001,134.446655,6244600
2021-01-29,133.949997,135.029999,132.149994,133.589996,133.318954,7165700
2021-02-01,135.369995,136.050003,133.300003,135.710007,135.434662,4366800
2021-02-02,137.059998,139.860001,136.750000,139.589996,139.306778,7132800
2021-02-03,139.699997,140.059998,138.009995,138.630005,138.348740,4678600
2021-02-04,139.550003,141.050003,138.919998,140.630005,140.344681,4533700
2021-02-05,141.339996,145.570007,141.289993,145.110001,144.815582,6150100
2021-02-08,145.149994,145.880005,142.800003,143.410004,143.119034,6304300
2021-02-09,143.600006,144.220001,141.699997,141.789993,141.502304,3436300
2021-02-10,142.449997,142.600006,140.899994,142.460007,142.170959,4125700
2021-02-11,143.000000,144.350006,142.410004,143.539993,143.248764,3827300
2021-02-12,143.110001,143.449997,141.399994,142.119995,141.831635,3630900
2021-02-16,143.369995,143.369995,141.029999,141.710007,141.422485,4873400
2021-02-17,141.300003,144.559998,140.210007,143.990005,143.697861,6437100
2021-02-18,142.979996,145.389999,141.210007,145.089996,144.795624,4486800
2021-02-19,145.429993,145.500000,141.500000,142.020004,141.731857,7486000
2021-02-22,141.539993,142.460007,136.259995,136.669998,136.392700,8985900
2021-02-23,136.029999,136.830002,131.580002,136.130005,135.853806,10364100
2021-02-24,135.059998,135.960007,133.949997,135.649994,135.374771,6360900
2021-02-25,137.600006,139.179993,134.529999,135.539993,135.264984,5674300
2021-02-26,135.899994,136.850006,133.360001,134.779999,134.779999,6649100
2021-03-01,135.639999,139.149994,135.500000,137.649994,137.649994,5707600
2021-03-02,137.559998,138.259995,135.610001,137.020004,137.020004,5292700
2021-03-03,137.089996,137.410004,134.149994,134.259995,134.259995,4887400
2021-03-04,134.000000,135.130005,130.179993,132.039993,132.039993,7167900
2021-03-05,133.539993,133.679993,129.190002,133.350006,133.350006,5956700
2021-03-08,133.639999,135.630005,132.369995,134.559998,134.559998,4982400
2021-03-09,135.509995,138.000000,135.449997,135.949997,135.949997,5976800
2021-03-10,136.500000,138.199997,136.100006,137.589996,137.589996,4518600
2021-03-11,139.179993,142.199997,138.559998,141.190002,141.190002,5696100
2021-03-12,140.000000,140.910004,138.600006,140.449997,140.449997,4138800
2021-03-15,140.699997,145.000000,140.669998,144.940002,144.940002,5413900
2021-03-16,145.880005,146.149994,143.839996,144.649994,144.649994,5578400
2021-03-17,143.199997,146.149994,143.199997,144.820007,144.820007,5086600
2021-03-18,144.369995,146.660004,142.550003,143.169998,143.169998,10188400
2021-03-19,140.000000,142.860001,135.509995,137.490005,137.490005,24935600
